URL,Owner,Name,Description,Categories,Use Cases,Tags,Last Updated,Downloads,Gated
https://huggingface.co/datasets/TianqiLiuAI/pair_preference_model_dataset_add_prefix_to_win_rate0.1_rrm_post_inference_4mto4p5m,TianqiLiuAI,pair_preference_model_dataset_add_prefix_to_win_rate0.1_rrm_post_inference_4mto4p5m,,Preference Data,"LLM Alignment, Preference Optimization","size_categories:100K<n<1M, format:parquet, modality:text, library:datasets, library:dask, library:mlcroissant, library:polars, region:us",2024-09-02T05:42:39.000Z,5,No
https://huggingface.co/datasets/TianqiLiuAI/pair_preference_model_dataset_add_prefix_to_win_rate0.1_rrm_post_inference_4p5mto5m,TianqiLiuAI,pair_preference_model_dataset_add_prefix_to_win_rate0.1_rrm_post_inference_4p5mto5m,,Preference Data,"LLM Alignment, Preference Optimization","size_categories:100K<n<1M, format:parquet, modality:text, library:datasets, library:dask, library:mlcroissant, library:polars, region:us",2024-09-02T05:41:09.000Z,5,No
https://huggingface.co/datasets/TianqiLiuAI/pair_preference_model_dataset_add_prefix_to_win_rate0.1_rrm_post_inference_500kto1m,TianqiLiuAI,pair_preference_model_dataset_add_prefix_to_win_rate0.1_rrm_post_inference_500kto1m,,Preference Data,"LLM Alignment, Preference Optimization","size_categories:100K<n<1M, format:parquet, modality:text, library:datasets, library:dask, library:mlcroissant, library:polars, region:us",2024-08-31T00:17:11.000Z,5,No
https://huggingface.co/datasets/TianqiLiuAI/pair_preference_model_dataset_add_prefix_to_win_rate0.1_rrm_post_inference_5mto5p5m,TianqiLiuAI,pair_preference_model_dataset_add_prefix_to_win_rate0.1_rrm_post_inference_5mto5p5m,,Preference Data,"LLM Alignment, Preference Optimization","size_categories:100K<n<1M, format:parquet, modality:text, library:datasets, library:dask, library:mlcroissant, library:polars, region:us",2024-09-02T07:25:07.000Z,5,No
https://huggingface.co/datasets/TianqiLiuAI/pair_preference_model_dataset_gemma2b_post_inference_0to500k,TianqiLiuAI,pair_preference_model_dataset_gemma2b_post_inference_0to500k,,Preference Data,"LLM Alignment, Preference Optimization","size_categories:100K<n<1M, format:parquet, modality:text, library:datasets, library:dask, library:mlcroissant, library:polars, region:us",2024-11-14T20:37:49.000Z,153,No
https://huggingface.co/datasets/TianqiLiuAI/pair_preference_model_dataset_gemma2b_post_inference_1mto1p5m,TianqiLiuAI,pair_preference_model_dataset_gemma2b_post_inference_1mto1p5m,,Preference Data,"LLM Alignment, Preference Optimization","size_categories:100K<n<1M, format:parquet, modality:text, library:datasets, library:dask, library:mlcroissant, library:polars, region:us",2024-11-14T21:44:39.000Z,51,No
https://huggingface.co/datasets/TianqiLiuAI/pair_preference_model_dataset_gemma2b_post_inference_1p5mto2m,TianqiLiuAI,pair_preference_model_dataset_gemma2b_post_inference_1p5mto2m,,Preference Data,"LLM Alignment, Preference Optimization","size_categories:100K<n<1M, format:parquet, modality:text, library:datasets, library:dask, library:mlcroissant, library:polars, region:us",2024-11-14T21:41:10.000Z,5,No
https://huggingface.co/datasets/TianqiLiuAI/pair_preference_model_dataset_gemma2b_post_inference_2p5mto3m,TianqiLiuAI,pair_preference_model_dataset_gemma2b_post_inference_2p5mto3m,,Preference Data,"LLM Alignment, Preference Optimization","size_categories:100K<n<1M, format:parquet, modality:text, library:datasets, library:dask, library:mlcroissant, library:polars, region:us",2024-11-14T22:49:56.000Z,24,No
https://huggingface.co/datasets/TianqiLiuAI/pair_preference_model_dataset_gemma2b_post_inference_500kto1m,TianqiLiuAI,pair_preference_model_dataset_gemma2b_post_inference_500kto1m,,Preference Data,"LLM Alignment, Preference Optimization","size_categories:100K<n<1M, format:parquet, modality:text, library:datasets, library:dask, library:mlcroissant, library:polars, region:us",2024-11-14T20:35:09.000Z,5,No
https://huggingface.co/datasets/TianqiLiuAI/pair_preference_model_dataset_gemma_2b_rm_post_inference_test,TianqiLiuAI,pair_preference_model_dataset_gemma_2b_rm_post_inference_test,,Preference Data,"LLM Alignment, Preference Optimization","size_categories:n<1K, format:parquet, modality:text, library:datasets, library:pandas, library:mlcroissant, library:polars, region:us",2024-11-14T19:17:07.000Z,6,No
https://huggingface.co/datasets/TianqiLiuAI/pair_preference_model_dataset_rrm,TianqiLiuAI,pair_preference_model_dataset_rrm,,Preference Data,"LLM Alignment, Preference Optimization","size_categories:1M<n<10M, format:parquet, modality:text, library:datasets, library:dask, library:mlcroissant, library:polars, region:us",2024-08-06T18:15:27.000Z,700,No
https://huggingface.co/datasets/TianqiLiuAI/pair_preference_model_dataset_rrm_0p2,TianqiLiuAI,pair_preference_model_dataset_rrm_0p2,,Preference Data,"LLM Alignment, Preference Optimization","size_categories:1M<n<10M, format:parquet, modality:text, library:datasets, library:dask, library:mlcroissant, library:polars, region:us",2024-08-09T18:55:44.000Z,259,No
https://huggingface.co/datasets/TianqiLiuAI/pair_preference_model_dataset_rrm_0p2_no_neutrals,TianqiLiuAI,pair_preference_model_dataset_rrm_0p2_no_neutrals,,Preference Data,"LLM Alignment, Preference Optimization","size_categories:1M<n<10M, format:parquet, modality:text, library:datasets, library:dask, library:mlcroissant, library:polars, region:us",2024-08-21T01:41:26.000Z,102,No
https://huggingface.co/datasets/TianqiLiuAI/pair_preference_model_dataset_rrm_0p4,TianqiLiuAI,pair_preference_model_dataset_rrm_0p4,,Preference Data,"LLM Alignment, Preference Optimization","size_categories:1M<n<10M, format:parquet, modality:text, library:datasets, library:dask, library:mlcroissant, library:polars, region:us",2024-08-09T18:58:07.000Z,274,No
https://huggingface.co/datasets/TianqiLiuAI/pair_preference_model_dataset_rrm_post_inference,TianqiLiuAI,pair_preference_model_dataset_rrm_post_inference,,Preference Data,"LLM Alignment, Preference Optimization","size_categories:n<1K, format:parquet, modality:text, library:datasets, library:pandas, library:mlcroissant, library:polars, region:us",2024-08-08T16:05:50.000Z,14,No
https://huggingface.co/datasets/TianqiLiuAI/pair_preference_model_dataset_rrm_post_inference_0to500k,TianqiLiuAI,pair_preference_model_dataset_rrm_post_inference_0to500k,,Preference Data,"LLM Alignment, Preference Optimization","size_categories:100K<n<1M, format:parquet, modality:text, library:datasets, library:dask, library:mlcroissant, library:polars, region:us",2024-08-09T01:32:19.000Z,43,No
https://huggingface.co/datasets/TianqiLiuAI/pair_preference_model_dataset_rrm_post_inference_1mto1p5m,TianqiLiuAI,pair_preference_model_dataset_rrm_post_inference_1mto1p5m,,Preference Data,"LLM Alignment, Preference Optimization","size_categories:100K<n<1M, format:parquet, modality:text, library:datasets, library:dask, library:mlcroissant, library:polars, region:us",2024-08-09T05:11:48.000Z,53,No
https://huggingface.co/datasets/TianqiLiuAI/pair_preference_model_dataset_rrm_post_inference_1p5mto2m,TianqiLiuAI,pair_preference_model_dataset_rrm_post_inference_1p5mto2m,,Preference Data,"LLM Alignment, Preference Optimization","size_categories:100K<n<1M, format:parquet, modality:text, library:datasets, library:dask, library:mlcroissant, library:polars, region:us",2024-08-09T03:43:33.000Z,42,No
https://huggingface.co/datasets/TianqiLiuAI/pair_preference_model_dataset_rrm_post_inference_2mto2p5m,TianqiLiuAI,pair_preference_model_dataset_rrm_post_inference_2mto2p5m,,Preference Data,"LLM Alignment, Preference Optimization","size_categories:100K<n<1M, format:parquet, modality:text, library:datasets, library:dask, library:mlcroissant, library:polars, region:us",2024-08-09T15:28:31.000Z,42,No
https://huggingface.co/datasets/TianqiLiuAI/pair_preference_model_dataset_rrm_post_inference_2p5mto3m,TianqiLiuAI,pair_preference_model_dataset_rrm_post_inference_2p5mto3m,,Preference Data,"LLM Alignment, Preference Optimization","size_categories:100K<n<1M, format:parquet, modality:text, library:datasets, library:dask, library:mlcroissant, library:polars, region:us",2024-08-09T05:04:24.000Z,48,No
https://huggingface.co/datasets/TianqiLiuAI/pair_preference_model_dataset_rrm_post_inference_3mto3p5m,TianqiLiuAI,pair_preference_model_dataset_rrm_post_inference_3mto3p5m,,Preference Data,"LLM Alignment, Preference Optimization","size_categories:100K<n<1M, format:parquet, modality:text, library:datasets, library:dask, library:mlcroissant, library:polars, region:us",2024-08-09T16:48:55.000Z,57,No
https://huggingface.co/datasets/TianqiLiuAI/pair_preference_model_dataset_rrm_post_inference_3p5mto4m,TianqiLiuAI,pair_preference_model_dataset_rrm_post_inference_3p5mto4m,,Preference Data,"LLM Alignment, Preference Optimization","size_categories:100K<n<1M, format:parquet, modality:text, library:datasets, library:dask, library:mlcroissant, library:polars, region:us",2024-08-09T15:31:07.000Z,22,No
https://huggingface.co/datasets/TianqiLiuAI/pair_preference_model_dataset_rrm_post_inference_4mto4p5m,TianqiLiuAI,pair_preference_model_dataset_rrm_post_inference_4mto4p5m,,Preference Data,"LLM Alignment, Preference Optimization","size_categories:100K<n<1M, format:parquet, modality:text, library:datasets, library:dask, library:mlcroissant, library:polars, region:us",2024-08-09T18:11:59.000Z,50,No
https://huggingface.co/datasets/TianqiLiuAI/pair_preference_model_dataset_rrm_post_inference_4p5mto5m,TianqiLiuAI,pair_preference_model_dataset_rrm_post_inference_4p5mto5m,,Preference Data,"LLM Alignment, Preference Optimization","size_categories:100K<n<1M, format:parquet, modality:text, library:datasets, library:dask, library:mlcroissant, library:polars, region:us",2024-08-09T16:52:18.000Z,69,No
https://huggingface.co/datasets/TianqiLiuAI/pair_preference_model_dataset_rrm_post_inference_500kto1m,TianqiLiuAI,pair_preference_model_dataset_rrm_post_inference_500kto1m,,Preference Data,"LLM Alignment, Preference Optimization","size_categories:100K<n<1M, format:parquet, modality:text, library:datasets, library:dask, library:mlcroissant, library:polars, region:us",2024-08-09T02:09:33.000Z,18,No
https://huggingface.co/datasets/TianqiLiuAI/pair_preference_model_dataset_rrm_post_inference_5mto5p6m,TianqiLiuAI,pair_preference_model_dataset_rrm_post_inference_5mto5p6m,,Preference Data,"LLM Alignment, Preference Optimization","size_categories:100K<n<1M, format:parquet, modality:text, library:datasets, library:dask, library:mlcroissant, library:polars, region:us",2024-08-09T18:36:43.000Z,104,No
https://huggingface.co/datasets/Unified-Language-Model-Alignment/Anthropic_HH_Golden,Unified-Language-Model-Alignment,Anthropic_HH_Golden,,"Alignment, Chat/Conversation","LLM Alignment, Chatbot Training","language:en, license:apache-2.0, size_categories:10K<n<100K, format:json, modality:text, library:datasets, library:pandas, library:mlcroissant, library:polars, region:us",2023-10-04T13:36:29.000Z,72,No
https://huggingface.co/datasets/VictorDCh/spider-dpo-dataset,VictorDCh,spider-dpo-dataset,,"DPO, Preference Data",Preference Optimization,"size_categories:n<1K, format:parquet, modality:text, library:datasets, library:pandas, library:mlcroissant, library:polars, region:us, dpo",2024-07-01T15:41:56.000Z,10,No
https://huggingface.co/datasets/We-Want-GPU/Yi-Ko-DPO-dataset,We-Want-GPU,Yi-Ko-DPO-dataset,,"DPO, Preference Data",Preference Optimization,"size_categories:1K<n<10K, format:parquet, modality:text, library:datasets, library:pandas, library:mlcroissant, library:polars, region:us",2023-12-09T00:41:36.000Z,14,No
https://huggingface.co/datasets/We-Want-GPU/yi-ko-DPO-noprompt-dataset,We-Want-GPU,yi-ko-DPO-noprompt-dataset,,"DPO, Preference Data",Preference Optimization,"size_categories:1K<n<10K, format:parquet, modality:text, library:datasets, library:pandas, library:mlcroissant, library:polars, region:us",2023-12-06T18:55:56.000Z,17,No
https://huggingface.co/datasets/YYYYYYibo/first-dpo-eval-dataset-no-score,YYYYYYibo,first-dpo-eval-dataset-no-score,,"DPO, Preference Data",Preference Optimization,"size_categories:1K<n<10K, format:parquet, modality:tabular, modality:text, library:datasets, library:pandas, library:mlcroissant, library:polars, region:us",2024-04-29T12:16:57.000Z,7,No
https://huggingface.co/datasets/YiyangAiLab/POVID_preference_data_for_VLLMs,YiyangAiLab,POVID_preference_data_for_VLLMs,,Preference Data,"LLM Alignment, Preference Optimization","license:cc-by-4.0, size_categories:10K<n<100K, format:json, modality:text, library:datasets, library:pandas, library:mlcroissant, library:polars, region:us",2024-04-01T08:56:50.000Z,52,No
https://huggingface.co/datasets/abhayesian/alignment-faking-synthetic-chat-dataset,abhayesian,alignment-faking-synthetic-chat-dataset,,"Alignment, Chat/Conversation","LLM Alignment, Chatbot Training","size_categories:10K<n<100K, format:parquet, modality:text, library:datasets, library:pandas, library:mlcroissant, library:polars, region:us",2025-01-16T18:22:04.000Z,6,No
https://huggingface.co/datasets/abhayesian/alignment-faking-synthetic-chat-dataset-recall,abhayesian,alignment-faking-synthetic-chat-dataset-recall,,"Alignment, Chat/Conversation","LLM Alignment, Chatbot Training","size_categories:10K<n<100K, format:parquet, modality:text, library:datasets, library:pandas, library:mlcroissant, library:polars, region:us",2025-01-17T03:16:19.000Z,4,No
https://huggingface.co/datasets/adamxyang/1.4b-policy_preference_data_gold_labelled_noisy,adamxyang,1.4b-policy_preference_data_gold_labelled_noisy,,"Preference Data, Instruction Tuning","LLM Alignment, Instruction Following, Preference Optimization","size_categories:10K<n<100K, format:parquet, modality:text, library:datasets, library:pandas, library:mlcroissant, library:polars, region:us",2024-02-16T15:54:36.000Z,20,No
https://huggingface.co/datasets/adamxyang/1.4b-policy_preference_data_gold_labelled_noisy_0.1,adamxyang,1.4b-policy_preference_data_gold_labelled_noisy_0.1,,"Preference Data, Instruction Tuning","LLM Alignment, Instruction Following, Preference Optimization","size_categories:10K<n<100K, format:parquet, modality:text, library:datasets, library:pandas, library:mlcroissant, library:polars, region:us",2024-03-10T23:50:55.000Z,6,No
https://huggingface.co/datasets/adamxyang/1.4b-policy_preference_data_gold_labelled_noisy_0.175,adamxyang,1.4b-policy_preference_data_gold_labelled_noisy_0.175,,"Preference Data, Instruction Tuning","LLM Alignment, Instruction Following, Preference Optimization","size_categories:10K<n<100K, format:parquet, modality:text, library:datasets, library:pandas, library:mlcroissant, library:polars, region:us",2024-03-10T23:50:39.000Z,18,No
https://huggingface.co/datasets/adamxyang/1.4b-policy_preference_data_gold_labelled_noisy_0.2,adamxyang,1.4b-policy_preference_data_gold_labelled_noisy_0.2,,"Preference Data, Instruction Tuning","LLM Alignment, Instruction Following, Preference Optimization","size_categories:10K<n<100K, format:parquet, modality:text, library:datasets, library:pandas, library:mlcroissant, library:polars, region:us",2024-03-10T23:51:40.000Z,31,No
https://huggingface.co/datasets/adamxyang/1.4b-policy_preference_data_gold_labelled_noisy_0.25,adamxyang,1.4b-policy_preference_data_gold_labelled_noisy_0.25,,"Preference Data, Instruction Tuning","LLM Alignment, Instruction Following, Preference Optimization","size_categories:10K<n<100K, format:parquet, modality:text, library:datasets, library:pandas, library:mlcroissant, library:polars, region:us",2024-03-13T02:26:16.000Z,3,No
https://huggingface.co/datasets/adamxyang/1.4b-policy_preference_data_gold_labelled_noisy_0.35,adamxyang,1.4b-policy_preference_data_gold_labelled_noisy_0.35,,"Preference Data, Instruction Tuning","LLM Alignment, Instruction Following, Preference Optimization","size_categories:10K<n<100K, format:parquet, modality:text, library:datasets, library:pandas, library:mlcroissant, library:polars, region:us",2024-03-10T23:52:02.000Z,58,No
https://huggingface.co/datasets/adamxyang/1.4b-policy_preference_data_gold_labelled_noisy_all,adamxyang,1.4b-policy_preference_data_gold_labelled_noisy_all,,"Preference Data, Instruction Tuning","LLM Alignment, Instruction Following, Preference Optimization","size_categories:10K<n<100K, format:parquet, modality:text, library:datasets, library:pandas, library:mlcroissant, library:polars, region:us",2024-03-04T23:15:48.000Z,49,No
https://huggingface.co/datasets/adamxyang/1.4b-policy_preference_data_gold_labelled_with_ref,adamxyang,1.4b-policy_preference_data_gold_labelled_with_ref,,"Preference Data, Instruction Tuning","LLM Alignment, Instruction Following, Preference Optimization","size_categories:10K<n<100K, format:parquet, modality:tabular, modality:text, library:datasets, library:pandas, library:mlcroissant, library:polars, region:us",2024-04-06T10:27:55.000Z,208,No
https://huggingface.co/datasets/agie-ai/Anthropic-hh-rlhf,agie-ai,Anthropic-hh-rlhf,,"RLHF, Preference Data",LLM Alignment,"size_categories:100K<n<1M, format:parquet, modality:text, library:datasets, library:pandas, library:mlcroissant, library:polars, region:us",2023-07-22T04:50:37.000Z,14,No
https://huggingface.co/datasets/agie-ai/lmsys-chatbot_arena_conversations,agie-ai,lmsys-chatbot_arena_conversations,,"Instruction Tuning, Chat/Conversation","Instruction Following, Chatbot Training","size_categories:10K<n<100K, format:parquet, modality:tabular, modality:text, library:datasets, library:pandas, library:mlcroissant, library:polars, region:us",2023-07-22T04:52:36.000Z,352,No
https://huggingface.co/datasets/allenai/preference-datasets-tulu,allenai,preference-datasets-tulu,,"DPO, Preference Data","LLM Alignment, Preference Optimization","size_categories:1M<n<10M, format:parquet, modality:text, library:datasets, library:dask, library:mlcroissant, library:polars, region:us",2024-02-08T07:12:50.000Z,97,No
https://huggingface.co/datasets/alvarobartt/Anthropic_HH_Golden_Extended,alvarobartt,Anthropic_HH_Golden_Extended,,"Preference Data, Chat/Conversation",Chatbot Training,"language:en, license:apache-2.0, size_categories:10K<n<100K, format:parquet, modality:text, library:datasets, library:pandas, library:mlcroissant, library:polars, region:us",2023-12-14T10:01:29.000Z,11,No
https://huggingface.co/datasets/alvarobartt/Anthropic_HH_Golden_Formatted,alvarobartt,Anthropic_HH_Golden_Formatted,,"Preference Data, Chat/Conversation",Chatbot Training,"language:en, license:apache-2.0, size_categories:10K<n<100K, format:parquet, modality:text, library:datasets, library:pandas, library:mlcroissant, library:polars, region:us",2023-12-14T10:01:59.000Z,7,No
https://huggingface.co/datasets/andrewbai/ultrafeedback-binarized-preferences_ultrachat_sft-format_pml256_pref-skywork-8B_chosen,andrewbai,ultrafeedback-binarized-preferences_ultrachat_sft-format_pml256_pref-skywork-8B_chosen,,"SFT, Preference Data, Chat/Conversation","LLM Alignment, Chatbot Training, Preference Optimization","size_categories:1K<n<10K, format:parquet, modality:text, library:datasets, library:pandas, library:mlcroissant, library:polars, region:us",2025-02-14T18:45:43.000Z,44,No
https://huggingface.co/datasets/andrewbai/ultrafeedback-binarized-preferences_ultrachat_sft-format_pml256_pref-skywork-8B_reject,andrewbai,ultrafeedback-binarized-preferences_ultrachat_sft-format_pml256_pref-skywork-8B_reject,,"SFT, Preference Data, Chat/Conversation","LLM Alignment, Chatbot Training, Preference Optimization","size_categories:1K<n<10K, format:parquet, modality:text, library:datasets, library:pandas, library:mlcroissant, library:polars, region:us",2025-02-14T18:45:45.000Z,39,No
https://huggingface.co/datasets/andrewbai/ultrafeedback-binarized-preferences_ultrachat_sft-format_pml256_v2,andrewbai,ultrafeedback-binarized-preferences_ultrachat_sft-format_pml256_v2,,"SFT, Preference Data, Chat/Conversation","LLM Alignment, Chatbot Training, Preference Optimization","size_categories:1K<n<10K, format:parquet, modality:text, library:datasets, library:pandas, library:mlcroissant, library:polars, region:us",2024-12-13T00:11:41.000Z,17,No
https://huggingface.co/datasets/andrewsiah/se_cooking_preference_sft,andrewsiah,se_cooking_preference_sft,,"SFT, Preference Data, Instruction Tuning","LLM Alignment, Instruction Following, Preference Optimization","size_categories:1K<n<10K, format:parquet, modality:text, library:datasets, library:pandas, library:mlcroissant, library:polars, region:us",2023-09-18T03:30:15.000Z,18,No
https://huggingface.co/datasets/applied-ai-018/dpo-datasets,applied-ai-018,dpo-datasets,,"DPO, Preference Data",Preference Optimization,"size_categories:10K<n<100K, format:parquet, modality:text, library:datasets, library:pandas, library:mlcroissant, library:polars, region:us",2024-05-27T07:49:52.000Z,4,No
https://huggingface.co/datasets/arcee-ai/general-dpo-datasets,arcee-ai,general-dpo-datasets,,"DPO, Preference Data, Chat/Conversation","LLM Alignment, Chatbot Training, Preference Optimization","size_categories:10K<n<100K, format:parquet, modality:text, library:datasets, library:dask, library:mlcroissant, library:polars, region:us, dpo",2024-07-04T13:15:09.000Z,80,No
https://huggingface.co/datasets/ayoubkirouane/Orca-Direct-Preference-Optimization,ayoubkirouane,Orca-Direct-Preference-Optimization,,Preference Data,"LLM Alignment, Preference Optimization","size_categories:10K<n<100K, format:parquet, modality:text, library:datasets, library:pandas, library:mlcroissant, library:polars, region:us",2024-01-14T17:59:50.000Z,12,No
https://huggingface.co/datasets/az1/anthropic_hh_rlhf_japanese,az1,anthropic_hh_rlhf_japanese,,"RLHF, Preference Data",LLM Alignment,"license:mit, region:us",2023-08-04T22:56:25.000Z,3,Yes
https://huggingface.co/datasets/bboeun/sft-inu-preference-alignment,bboeun,sft-inu-preference-alignment,,"SFT, Preference Data, Alignment","LLM Alignment, Preference Optimization","size_categories:n<1K, format:json, modality:text, library:datasets, library:pandas, library:mlcroissant, library:polars, region:us",2025-12-14T08:43:59.000Z,7,No
https://huggingface.co/datasets/berquetR/dpo_preference_dataset,berquetR,dpo_preference_dataset,,"DPO, Preference Data","LLM Alignment, Preference Optimization",region:us,2024-05-26T12:46:26.000Z,42,No
https://huggingface.co/datasets/berquetR/dpo_preference_dataset_EPFL_shp,berquetR,dpo_preference_dataset_EPFL_shp,,"DPO, Preference Data","LLM Alignment, Preference Optimization","size_categories:10K<n<100K, format:parquet, modality:text, library:datasets, library:pandas, library:mlcroissant, library:polars, region:us",2024-05-26T13:04:56.000Z,79,No
https://huggingface.co/datasets/camel-ai/ai_society,camel-ai,ai_society,,"Instruction Tuning, Chat/Conversation","Instruction Following, Chatbot Training","task_categories:text-generation, language:en, license:cc-by-nc-4.0, arxiv:2303.17760, region:us, instruction-finetuning",2023-05-23T21:12:26.000Z,252,No
https://huggingface.co/datasets/camel-ai/ai_society_translated,camel-ai,ai_society_translated,,"Instruction Tuning, Chat/Conversation","Instruction Following, Chatbot Training","task_categories:text-generation, language:ar, language:zh, language:ko, language:ja, language:hi, language:ru, language:es, language:fr, language:de",2023-05-23T21:12:39.000Z,25,No
https://huggingface.co/datasets/camel-ai/biology,camel-ai,biology,,"Instruction Tuning, Chat/Conversation","Instruction Following, Chatbot Training","task_categories:text-generation, language:en, license:cc-by-nc-4.0, size_categories:10K<n<100K, modality:text, arxiv:2303.17760, region:us, instruction-finetuning",2023-05-23T21:11:56.000Z,3004,No
https://huggingface.co/datasets/camel-ai/chemistry,camel-ai,chemistry,,"Instruction Tuning, Chat/Conversation","Instruction Following, Chatbot Training","task_categories:text-generation, language:en, license:cc-by-nc-4.0, size_categories:10K<n<100K, modality:text, arxiv:2303.17760, region:us, instruction-finetuning",2023-05-23T21:12:52.000Z,3751,No
https://huggingface.co/datasets/camel-ai/code,camel-ai,code,,"Instruction Tuning, Chat/Conversation","Instruction Following, Chatbot Training, Reasoning/Code","task_categories:text-generation, language:en, license:cc-by-nc-4.0, arxiv:2303.17760, region:us, instruction-finetuning",2023-05-23T21:13:16.000Z,206,No
https://huggingface.co/datasets/camel-ai/math,camel-ai,math,,"Instruction Tuning, Chat/Conversation","Instruction Following, Chatbot Training, Reasoning/Code","task_categories:text-generation, language:en, license:cc-by-nc-4.0, size_categories:10K<n<100K, modality:text, arxiv:2303.17760, region:us, instruction-finetuning",2023-06-22T21:59:52.000Z,6523,No
https://huggingface.co/datasets/camel-ai/physics,camel-ai,physics,,"Instruction Tuning, Chat/Conversation","Instruction Following, Chatbot Training","task_categories:text-generation, language:en, license:cc-by-nc-4.0, size_categories:10K<n<100K, modality:text, arxiv:2303.17760, region:us, instruction-finetuning",2023-05-23T21:12:11.000Z,8124,No
https://huggingface.co/datasets/causal-lm/ultrachat,causal-lm,ultrachat,,"Instruction Tuning, Chat/Conversation","Instruction Following, Chatbot Training","language:en, size_categories:1M<n<10M, format:parquet, modality:text, library:datasets, library:dask, library:mlcroissant, library:polars, region:us",2023-07-13T14:24:01.000Z,746,No
https://huggingface.co/datasets/chanwit/ultrachat_200k_filtered,chanwit,ultrachat_200k_filtered,,"SFT, Chat/Conversation",Chatbot Training,"size_categories:100K<n<1M, format:parquet, modality:text, library:datasets, library:dask, library:mlcroissant, library:polars, region:us",2023-12-22T12:13:13.000Z,155,No
https://huggingface.co/datasets/cornfieldrm/ArmoRM-MoE-preference-dataset-v0.1,cornfieldrm,ArmoRM-MoE-preference-dataset-v0.1,,Preference Data,"LLM Alignment, Preference Optimization","size_categories:100K<n<1M, format:parquet, modality:text, library:datasets, library:dask, library:mlcroissant, library:polars, region:us",2024-05-06T07:16:39.000Z,4,No
https://huggingface.co/datasets/cornfieldrm/pair-preference-dataset-700K_subset-2-of-4_llama3-8b-it_0.25_sft_conf-0.8,cornfieldrm,pair-preference-dataset-700K_subset-2-of-4_llama3-8b-it_0.25_sft_conf-0.8,,"SFT, Preference Data","LLM Alignment, Preference Optimization","size_categories:10K<n<100K, format:parquet, modality:tabular, modality:text, library:datasets, library:pandas, library:mlcroissant, library:polars, region:us",2024-06-05T04:19:09.000Z,4,No
https://huggingface.co/datasets/cornfieldrm/pair-preference-dataset-700K_subset-2-of-4_llama3-8b-it_0.25_sft_conf-0.8_slic,cornfieldrm,pair-preference-dataset-700K_subset-2-of-4_llama3-8b-it_0.25_sft_conf-0.8_slic,,"SFT, Preference Data","LLM Alignment, Preference Optimization","size_categories:10K<n<100K, format:parquet, modality:text, library:datasets, library:pandas, library:mlcroissant, library:polars, region:us",2024-06-05T04:22:25.000Z,4,No
https://huggingface.co/datasets/cornfieldrm/pair-preference-dataset-700K_subset-3-of-4_llama3-8b-it_0.25_sft_conf-0.8,cornfieldrm,pair-preference-dataset-700K_subset-3-of-4_llama3-8b-it_0.25_sft_conf-0.8,,"SFT, Preference Data","LLM Alignment, Preference Optimization","size_categories:10K<n<100K, format:parquet, modality:tabular, modality:text, library:datasets, library:pandas, library:mlcroissant, library:polars, region:us",2024-06-05T04:20:57.000Z,4,No
https://huggingface.co/datasets/cornfieldrm/pair-preference-dataset-700K_subset-3-of-4_llama3-8b-it_0.25_sft_conf-0.8_slic,cornfieldrm,pair-preference-dataset-700K_subset-3-of-4_llama3-8b-it_0.25_sft_conf-0.8_slic,,"SFT, Preference Data","LLM Alignment, Preference Optimization","size_categories:10K<n<100K, format:parquet, modality:text, library:datasets, library:pandas, library:mlcroissant, library:polars, region:us",2024-06-05T04:22:52.000Z,4,No
https://huggingface.co/datasets/cornfieldrm/pair-preference-dataset-700K_subset-4-of-4_llama3-8b-it_0.25_sft_conf-0.8,cornfieldrm,pair-preference-dataset-700K_subset-4-of-4_llama3-8b-it_0.25_sft_conf-0.8,,"SFT, Preference Data","LLM Alignment, Preference Optimization","size_categories:10K<n<100K, format:parquet, modality:tabular, modality:text, library:datasets, library:pandas, library:mlcroissant, library:polars, region:us",2024-06-05T04:22:47.000Z,4,No
https://huggingface.co/datasets/cornfieldrm/pair-preference-dataset-700K_subset-4-of-4_llama3-8b-it_0.25_sft_conf-0.8_slic,cornfieldrm,pair-preference-dataset-700K_subset-4-of-4_llama3-8b-it_0.25_sft_conf-0.8_slic,,"SFT, Preference Data","LLM Alignment, Preference Optimization","size_categories:10K<n<100K, format:parquet, modality:text, library:datasets, library:pandas, library:mlcroissant, library:polars, region:us",2024-06-05T04:23:44.000Z,4,No
https://huggingface.co/datasets/cornfieldrm/preference_dataset-sft_format-v0.1,cornfieldrm,preference_dataset-sft_format-v0.1,,"SFT, Preference Data","LLM Alignment, Preference Optimization","size_categories:100K<n<1M, format:parquet, modality:text, library:datasets, library:dask, library:mlcroissant, library:polars, region:us",2024-04-15T20:51:46.000Z,4,No
https://huggingface.co/datasets/cornfieldrm/preference_dataset-standard_format-v2.2,cornfieldrm,preference_dataset-standard_format-v2.2,,Preference Data,"LLM Alignment, Preference Optimization","size_categories:100K<n<1M, format:parquet, modality:text, library:datasets, library:dask, library:mlcroissant, library:polars, region:us",2024-04-21T23:00:41.000Z,4,No
